id,lccs_class,SOC_stock,lc_full,lc_group
2189,50,99.3156661987305,"Tree cover (broadleaf, evergreen)",trees
2190,50,101.674583435059,"Tree cover (broadleaf, evergreen)",trees
2191,50,101.887161254883,"Tree cover (broadleaf, evergreen)",trees
2192,50,102.592315673828,"Tree cover (broadleaf, evergreen)",trees
2193,50,106.313903808594,"Tree cover (broadleaf, evergreen)",trees
2194,50,110.645446777344,"Tree cover (broadleaf, evergreen)",trees
2195,50,113.830375671387,"Tree cover (broadleaf, evergreen)",trees
2196,50,117.804412841797,"Tree cover (broadleaf, evergreen)",trees
2197,50,111.410675048828,"Tree cover (broadleaf, evergreen)",trees
2198,50,108.248672485352,"Tree cover (broadleaf, evergreen)",trees
2199,130,111.746047973633,Grassland,grass
2200,130,106.447189331055,Grassland,grass
2201,120,97.8827133178711,Shrubland,shrub
2202,120,76.3151779174805,Shrubland,shrub
2225,130,107.702621459961,Grassland,grass
2226,50,108.701469421387,"Tree cover (broadleaf, evergreen)",trees
2227,130,109.504051208496,Grassland,grass
2228,130,102.060882568359,Grassland,grass
2229,130,94.5679626464844,Grassland,grass
2230,130,96.2563247680664,Grassland,grass
2231,130,102.271621704102,Grassland,grass
2232,50,106.074142456055,"Tree cover (broadleaf, evergreen)",trees
2233,130,95.265739440918,Grassland,grass
2234,50,93.1850662231445,"Tree cover (broadleaf, evergreen)",trees
2235,80,94.0778884887695,"Tree cover (needle, deciduous)",trees
2236,130,95.4391326904297,Grassland,grass
2237,130,94.3151550292969,Grassland,grass
2238,130,92.1191635131836,Grassland,grass
2239,130,90.8035125732422,Grassland,grass
2240,130,95.6366882324219,Grassland,grass
2241,130,89.1551132202149,Grassland,grass
2242,130,89.0652694702149,Grassland,grass
2243,50,96.5232162475586,"Tree cover (broadleaf, evergreen)",trees
2244,80,95.644416809082,"Tree cover (needle, deciduous)",trees
2245,50,88.2502059936524,"Tree cover (broadleaf, evergreen)",trees
2246,50,101.011962890625,"Tree cover (broadleaf, evergreen)",trees
2247,50,96.0000839233398,"Tree cover (broadleaf, evergreen)",trees
2248,50,97.5114440917969,"Tree cover (broadleaf, evergreen)",trees
2249,50,105.60514831543,"Tree cover (broadleaf, evergreen)",trees
2250,50,105.467277526855,"Tree cover (broadleaf, evergreen)",trees
2251,50,113.526306152344,"Tree cover (broadleaf, evergreen)",trees
2252,130,117.073638916016,Grassland,grass
2253,130,115.69181060791,Grassland,grass
2254,130,114.752281188965,Grassland,grass
2255,130,100.782791137695,Grassland,grass
2256,130,95.48193359375,Grassland,grass
2257,80,95.5964660644531,"Tree cover (needle, deciduous)",trees
2258,80,93.5927963256836,"Tree cover (needle, deciduous)",trees
2259,120,92.3442153930664,Shrubland,shrub
2260,130,88.0798110961914,Grassland,grass
2282,50,113.055198669434,"Tree cover (broadleaf, evergreen)",trees
2283,50,117.365615844727,"Tree cover (broadleaf, evergreen)",trees
2284,130,109.274024963379,Grassland,grass
2285,130,102.536598205566,Grassland,grass
2286,130,98.2397003173828,Grassland,grass
2287,130,92.258659362793,Grassland,grass
2288,130,93.0151443481445,Grassland,grass
2289,130,105.907043457031,Grassland,grass
2290,50,111.898010253906,"Tree cover (broadleaf, evergreen)",trees
2291,50,98.9084625244141,"Tree cover (broadleaf, evergreen)",trees
2292,130,90.4751892089844,Grassland,grass
2293,130,84.689208984375,Grassland,grass
2294,130,89.9664306640625,Grassland,grass
2295,80,92.2496109008789,"Tree cover (needle, deciduous)",trees
2296,130,84.8529281616211,Grassland,grass
2297,130,97.0087432861328,Grassland,grass
2298,130,95.2956314086914,Grassland,grass
2299,130,93.5411224365234,Grassland,grass
2300,50,81.3899765014648,"Tree cover (broadleaf, evergreen)",trees
2301,80,101.299606323242,"Tree cover (needle, deciduous)",trees
2302,130,90.6423110961914,Grassland,grass
2303,130,96.3047790527344,Grassland,grass
2304,50,102.025466918945,"Tree cover (broadleaf, evergreen)",trees
2305,50,94.1348495483398,"Tree cover (broadleaf, evergreen)",trees
2306,50,103.512535095215,"Tree cover (broadleaf, evergreen)",trees
2307,50,116.627189636231,"Tree cover (broadleaf, evergreen)",trees
2308,50,114.275459289551,"Tree cover (broadleaf, evergreen)",trees
2309,130,115.014320373535,Grassland,grass
2310,130,114.55558013916,Grassland,grass
2311,130,100.935806274414,Grassland,grass
2312,130,95.6859893798828,Grassland,grass
2313,130,93.9402770996094,Grassland,grass
2314,130,93.2893295288086,Grassland,grass
2315,130,100.936012268066,Grassland,grass
2316,130,96.9652252197266,Grassland,grass
2317,130,96.9715042114258,Grassland,grass
2318,130,80.6278610229492,Grassland,grass
2340,50,112.941619873047,"Tree cover (broadleaf, evergreen)",trees
2341,50,118.139686584473,"Tree cover (broadleaf, evergreen)",trees
2342,130,104.267990112305,Grassland,grass
2343,130,94.6914367675781,Grassland,grass
2344,130,96.4826431274414,Grassland,grass
2345,130,96.1229019165039,Grassland,grass
2346,130,99.1863861083984,Grassland,grass
2347,130,103.641830444336,Grassland,grass
2348,130,110.247520446777,Grassland,grass
2349,50,108.684188842773,"Tree cover (broadleaf, evergreen)",trees
2350,50,97.7071762084961,"Tree cover (broadleaf, evergreen)",trees
2351,130,90.5851745605469,Grassland,grass
2352,130,92.2933502197266,Grassland,grass
2353,130,95.4999618530274,Grassland,grass
2354,130,92.9583740234375,Grassland,grass
2355,130,93.7681198120117,Grassland,grass
2356,130,97.0970153808594,Grassland,grass
2357,130,97.7146911621094,Grassland,grass
2358,130,95.4145202636719,Grassland,grass
2359,80,93.838134765625,"Tree cover (needle, deciduous)",trees
2360,50,92.6453170776367,"Tree cover (broadleaf, evergreen)",trees
2361,50,104.165245056152,"Tree cover (broadleaf, evergreen)",trees
2362,50,100.956176757813,"Tree cover (broadleaf, evergreen)",trees
2363,50,101.847442626953,"Tree cover (broadleaf, evergreen)",trees
2364,50,107.267631530762,"Tree cover (broadleaf, evergreen)",trees
2365,50,119.707229614258,"Tree cover (broadleaf, evergreen)",trees
2366,50,110.923767089844,"Tree cover (broadleaf, evergreen)",trees
2367,130,112.156311035156,Grassland,grass
2368,130,113.003189086914,Grassland,grass
2369,130,99.8087615966797,Grassland,grass
2370,130,87.9580917358399,Grassland,grass
2371,130,89.2404479980469,Grassland,grass
2372,130,87.1725997924805,Grassland,grass
2373,130,91.0506439208984,Grassland,grass
2374,130,95.4010238647461,Grassland,grass
2375,130,92.2238693237305,Grassland,grass
2376,130,63.0725708007813,Grassland,grass
2398,130,110.237510681152,Grassland,grass
2399,50,106.145606994629,"Tree cover (broadleaf, evergreen)",trees
2400,130,100.468101501465,Grassland,grass
2401,130,99.3810195922852,Grassland,grass
2402,130,99.5904312133789,Grassland,grass
2403,130,99.7630310058594,Grassland,grass
2404,130,94.1869812011719,Grassland,grass
2405,130,95.3546295166016,Grassland,grass
2406,50,107.265640258789,"Tree cover (broadleaf, evergreen)",trees
2407,50,120.178756713867,"Tree cover (broadleaf, evergreen)",trees
2408,50,100.972183227539,"Tree cover (broadleaf, evergreen)",trees
2409,130,95.6952743530274,Grassland,grass
2410,130,93.7052001953125,Grassland,grass
2411,130,96.7318725585938,Grassland,grass
2412,130,93.8976593017578,Grassland,grass
2413,130,95.5287933349609,Grassland,grass
2414,130,99.3052978515625,Grassland,grass
2415,80,101.183540344238,"Tree cover (needle, deciduous)",trees
2416,80,97.3385543823242,"Tree cover (needle, deciduous)",trees
2417,80,98.5550842285156,"Tree cover (needle, deciduous)",trees
2418,50,98.7116088867188,"Tree cover (broadleaf, evergreen)",trees
2419,50,101.222412109375,"Tree cover (broadleaf, evergreen)",trees
2420,50,103.164199829102,"Tree cover (broadleaf, evergreen)",trees
2421,50,108.969940185547,"Tree cover (broadleaf, evergreen)",trees
2422,50,117.804122924805,"Tree cover (broadleaf, evergreen)",trees
